"filename" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase"
"SerumReversal" 0.495786187097784 1.00000033749159 0.0786422196876634 0.00226488978819373 0.00226488458164584 -6.29726741863124e-08 -5.53469241078616 -3.52495810318487e-15 -1.46549439250521e-12 0.491089053096831 0.254455533082797 0.254455413820371 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.814141413606061 -681.373128288368 -281.277843791986 -122.663027653568 -122.662951412534 535358.181818182
"SerumReversal" 0.496282155593772 1.00000034168977 0.0782476236107866 0.00225446532057435 0.00225446007359282 -5.45309717381315e-08 -5.3654577062722 -2.95319324550292e-14 5.51558798633778e-13 0.495112627412364 0.252443747137386 0.25244362545025 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.818181817636364 -680.879522645714 -283.558249176704 -121.474186187642 -121.474108744897 545459.090909091
"SerumReversal" 0.496791450425923 1.00000034637195 0.0778363455483383 0.00224396506879319 0.0022439597748621 -4.6204661430238e-08 -5.19669574482808 3.65263375101677e-14 -5.32907051820075e-15 0.499252827482376 0.250373648402545 0.250373524115079 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.822222221666667 -680.369693556108 -285.898703902133 -120.257955139436 -120.25787639971 555560
"SerumReversal" 0.497314555169177 1.00000035156963 0.0774080761860952 0.00223338675175857 0.0022333814040038 -3.79806976980035e-08 -5.02844235625564 8.14903700074865e-14 -6.97442104069523e-13 0.503515051381956 0.248242537846889 0.248242410771155 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.82626262569697 -679.842475307384 -288.301766379432 -119.013183281328 -119.013103143294 565660.909090909
"SerumReversal" 0.497852001143303 1.0000003573201 0.0769624917063137 0.00222272792181956 0.00222272251293358 -2.37574226957804e-08 -4.86073460342746 5.00710584105946e-14 1.00408570347099e-12 0.507905082482954 0.246047523791605 0.246047393725441 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.830303029727273 -679.296592319101 -290.770169134071 -117.738638863777 -117.738557219024 575761.818181818
"SerumReversal" 0.498404372113553 1.00000036366183 0.0764992523560458 0.00221198595125049 0.00221198047348908 -2.51106939685997e-08 -4.69361093426109 -6.52256026967279e-15 6.82565115539546e-13 0.512429125653628 0.243785503809783 0.24378537053659 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.834343433757576 -678.730646654112 -293.306834751027 -116.433002198324 -116.432918931424 585862.727272727
"SerumReversal" 0.498972309055304 1.00000037064594 0.0760180010954653 0.00220115801750092 0.00220115246250904 -1.46980028148391e-08 -4.52711135658404 6.9111383282916e-15 3.09530179265494e-13 0.517093847331046 0.241453144692257 0.241453007976697 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.838383837787879 -678.143103835658 -295.914893456462 -115.094857479945 -115.094772465977 595963.636363636
"SerumReversal" 0.499556516239813 1.0000003783506 0.0755183616901701 0.00219024108626253 0.00219023544469071 -5.92768856222392e-09 -4.36127762547939 5.19584375524573e-14 2.80442336020315e-13 0.521906421629775 0.239046859396066 0.239046718974158 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.842424241818182 -677.532276562835 -298.597703416488 -113.722683340085 -113.722596438799 606064.545454545
"SerumReversal" 0.500157767046852 1.00000038677682 0.0749999373609133 0.00217923189581428 0.0021792261584921 2.04857997232466e-09 -4.19615351859011 9.39248678832882e-14 5.55333556917503e-13 0.526874578240496 0.236562783075361 0.236562638684144 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.846464645848485 -676.896306437472 -301.358871423614 -112.314843234629 -112.314754309019 616165.454545454
"SerumReversal" 0.500776911514586 1.00000039604627 0.0744623082343581 0.00216812693381571 0.00216812108997672 1.00333750197024e-08 -4.03178502970211 8.17401701880272e-14 4.91162666094169e-13 0.532006663395339 0.233996742635888 0.233996593968774 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.850505049878788 -676.233142307344 -304.202279876822 -110.869572875008 -110.869481764058 626266.363636364
"SerumReversal" 0.501414884085166 1.00000040624896 0.0739050293978882 0.00215692241692653 0.00215691645471774 1.89820070772839e-08 -3.86822070598815 -5.64270852265736e-14 3.5615954629975e-13 0.537311702368703 0.231344225456141 0.231344072175156 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.854545453909091 -675.540515933027 -307.132113807731 -109.3849676519 -109.384874178646 636367.272727273
"SerumReversal" 0.502072712346538 1.00000041744238 0.0733276287171375 0.00214561426806448 0.002145608175056 3.11327994495514e-08 -3.70551202537236 1.04360964314765e-14 1.13575815419154e-12 0.542799470376911 0.228600343936619 0.228600185686469 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.858585857939394 -674.81591387467 -310.152891495394 -107.858968399373 -107.858872379776 646468.181818182
